Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
F8,Five Finger Death Punch,F8,7vAcymF4feKxvqcUDzLQD2,2RyS4O0bhU3MLnjlKCsjSb,41,2020-02-28,75316,False,https://open.spotify.com/track/2RyS4O0bhU3MLnjlKCsjSb,0.243,0.91,11,-8.28,0,0.0614,0.0269,0.951,0.574,0.404,166.048
Burn It Down,Five Finger Death Punch,War is the Answer,6UVYgnSnY4ytapGgBY4BzZ,0IF2uNEQh0NRvVRgoiAPAN,35,2009-09-22,213440,True,https://open.spotify.com/track/0IF2uNEQh0NRvVRgoiAPAN,0.561,0.979,11,-2.962,0,0.145,1.96e-05,0.00384,0.0976,0.3,102.0
Back for More,Five Finger Death Punch,American Capitalist (Deluxe),23Zi1sfUFkw4L4TC1vrLdy,6bn0dJDfXZVZkB85uIN6z6,38,2011-10-11,202560,True,https://open.spotify.com/track/6bn0dJDfXZVZkB85uIN6z6,0.452,0.996,9,-2.342,1,0.114,6.81e-06,1.99e-06,0.22,0.168,152.01
War is the Answer,Five Finger Death Punch,War is the Answer,6UVYgnSnY4ytapGgBY4BzZ,0UTCSheV2ceAXo6fpPMptn,45,2009-09-22,198320,True,https://open.spotify.com/track/0UTCSheV2ceAXo6fpPMptn,0.503,0.958,11,-3.522,0,0.104,4.35e-05,0.0136,0.12,0.399,184.09
Hard to See,Five Finger Death Punch,War is the Answer,6UVYgnSnY4ytapGgBY4BzZ,4vzPsfKiHxzOrc8HGxKbsr,49,2009-09-22,209493,True,https://open.spotify.com/track/4vzPsfKiHxzOrc8HGxKbsr,0.513,0.976,11,-3.117,1,0.17,4.62e-06,0.00034,0.117,0.133,111.992
Walk Away,Five Finger Death Punch,War is the Answer,6UVYgnSnY4ytapGgBY4BzZ,61fgzLJq9S6yeFWM7PmscX,46,2009-09-22,222627,True,https://open.spotify.com/track/61fgzLJq9S6yeFWM7PmscX,0.417,0.935,4,-3.505,1,0.102,2.27e-05,0.000937,0.292,0.254,135.957
Canto 34,Five Finger Death Punch,War is the Answer,6UVYgnSnY4ytapGgBY4BzZ,5ColPBa7JsnBavaEySWU5N,32,2009-09-22,249533,False,https://open.spotify.com/track/5ColPBa7JsnBavaEySWU5N,0.545,0.941,8,-6.252,1,0.069,8.5e-06,0.804,0.0934,0.0701,110.026
I Apologize,Five Finger Death Punch,Got Your Six,4KXYNMizBHgXUFM1UOUhoJ,6rLrVRpM8XY6UZAIl15JWV,53,2015-09-04,242956,False,https://open.spotify.com/track/6rLrVRpM8XY6UZAIl15JWV,0.505,0.929,9,-4.69,0,0.0529,0.00068,0.0,0.167,0.419,77.991
Blue On Black,Five Finger Death Punch,A Decade of Destruction Vol. 2,7IohthhlKo2iY7hLnFNbbb,53S6LBUl9MUX5uWcToKSHw,49,2020-10-09,274615,True,https://open.spotify.com/track/53S6LBUl9MUX5uWcToKSHw,0.51,0.843,7,-5.628,1,0.0275,0.00104,1.21e-05,0.0882,0.479,156.06
House of The Rising Sun,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,4ZmX8elKMkH0MfniNi0Adu,60,2013-11-18,247388,True,https://open.spotify.com/track/4ZmX8elKMkH0MfniNi0Adu,0.47,0.964,4,-2.839,0,0.09,0.00171,0.00112,0.107,0.264,76.969
Hell To Pay,Five Finger Death Punch,Got Your Six,4KXYNMizBHgXUFM1UOUhoJ,3CH1wUFmm89RYy9v5W4jtk,51,2015-09-04,187671,False,https://open.spotify.com/track/3CH1wUFmm89RYy9v5W4jtk,0.554,0.979,6,-3.167,1,0.0663,7.13e-05,0.0,0.226,0.498,96.002
Question Everything,Five Finger Death Punch,Got Your Six,4KXYNMizBHgXUFM1UOUhoJ,1QxuQkTN8rHcS8Y50tLuAP,43,2015-09-04,305744,False,https://open.spotify.com/track/1QxuQkTN8rHcS8Y50tLuAP,0.522,0.979,7,-4.38,1,0.0549,3.06e-05,0.000206,0.201,0.26,130.018
Meet My Maker,Five Finger Death Punch,Got Your Six,4KXYNMizBHgXUFM1UOUhoJ,7Jj5JxaItDQbKcZxhpijnY,40,2015-09-04,180000,False,https://open.spotify.com/track/7Jj5JxaItDQbKcZxhpijnY,0.566,0.96,4,-3.716,1,0.144,4.65e-05,0.0,0.0517,0.369,127.972
Weight Beneath My Sin,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,5kdRTWzlnsoO9cuIH1b4Ls,36,2013-11-18,219563,True,https://open.spotify.com/track/5kdRTWzlnsoO9cuIH1b4Ls,0.586,0.99,6,-3.392,0,0.088,2.25e-05,0.0,0.196,0.528,112.045
A Day In My Life,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,59q5oLIBZcwawE9wcMyhJ2,35,2013-11-18,226358,True,https://open.spotify.com/track/59q5oLIBZcwawE9wcMyhJ2,0.55,0.971,2,-3.805,1,0.0807,2.69e-05,6.21e-06,0.0241,0.236,124.991
Matter of Time,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,01jFkEQdGPC76GyLKTR0gJ,32,2013-11-18,196331,True,https://open.spotify.com/track/01jFkEQdGPC76GyLKTR0gJ,0.524,0.995,11,-3.842,1,0.135,1.11e-05,7.76e-05,0.334,0.325,115.994
It Doesn't Matter,Five Finger Death Punch,And Justice for None (Deluxe),2IA9d7atwNgtiS6Tpv9WKt,14ZFYHoaRzIMrFJkXtBhYt,34,2018-05-18,225964,True,https://open.spotify.com/track/14ZFYHoaRzIMrFJkXtBhYt,0.514,0.991,4,-4.685,1,0.108,2.6e-05,2.58e-05,0.369,0.251,139.969
My Heart Lied,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,6TN51HPGm9Peuek0KEBHpK,33,2013-11-18,217069,True,https://open.spotify.com/track/6TN51HPGm9Peuek0KEBHpK,0.475,0.996,6,-3.689,0,0.152,0.000146,1.01e-06,0.128,0.33,175.941
Wrecking Ball,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,3mDNzhzORcLBaPBVFXtWs8,34,2013-11-18,193358,True,https://open.spotify.com/track/3mDNzhzORcLBaPBVFXtWs8,0.549,0.977,4,-4.621,0,0.15,1.19e-05,0.000578,0.114,0.479,137.976
My Own Hell,Five Finger Death Punch,War is the Answer,6UVYgnSnY4ytapGgBY4BzZ,0MfbGGGBbVoku7VDGpxE7E,37,2009-09-22,215213,True,https://open.spotify.com/track/0MfbGGGBbVoku7VDGpxE7E,0.467,0.901,4,-4.175,0,0.0584,5.44e-06,9.86e-05,0.107,0.328,170.007
Bulletproof,Five Finger Death Punch,War is the Answer,6UVYgnSnY4ytapGgBY4BzZ,5oahsjKQlFfrKvyxsp3diX,36,2009-09-22,196413,True,https://open.spotify.com/track/5oahsjKQlFfrKvyxsp3diX,0.487,0.973,6,-3.584,1,0.16,4.53e-06,0.0263,0.206,0.26,148.041
Salvation,Five Finger Death Punch,The Way of the Fist,5WKUwwYLzwSJAwMCrxhCdj,2ek0md19mJI3ns0Hx2D6X5,35,2007-07-31,200640,True,https://open.spotify.com/track/2ek0md19mJI3ns0Hx2D6X5,0.505,0.937,11,-4.924,1,0.139,3.26e-05,0.0,0.0842,0.242,144.996
The Way of the Fist,Five Finger Death Punch,The Way of the Fist,5WKUwwYLzwSJAwMCrxhCdj,1FVnlQDh0x5Y8y4i9cXQai,37,2007-07-31,238933,True,https://open.spotify.com/track/1FVnlQDh0x5Y8y4i9cXQai,0.443,0.938,1,-4.632,1,0.0757,0.000403,6.39e-06,0.229,0.404,194.061
Wicked Ways,Five Finger Death Punch,American Capitalist (Deluxe),23Zi1sfUFkw4L4TC1vrLdy,3Ve9q4iOmol2QfD0jxz0at,33,2011-10-11,187507,True,https://open.spotify.com/track/3Ve9q4iOmol2QfD0jxz0at,0.458,0.988,1,-3.506,0,0.117,8.91e-05,0.0,0.395,0.326,192.06
Cradle to the Grave,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,4bpI7WOnEjXDAnZtyvaX5A,55,2013-11-18,198067,True,https://open.spotify.com/track/4bpI7WOnEjXDAnZtyvaX5A,0.516,0.989,4,-3.776,0,0.144,5.96e-05,0.0,0.12,0.134,95.013
Death Before Dishonor,Five Finger Death Punch,The Way of the Fist,5WKUwwYLzwSJAwMCrxhCdj,0fL67xICkdRk1qmMm9xc9P,36,2007-07-31,234400,True,https://open.spotify.com/track/0fL67xICkdRk1qmMm9xc9P,0.331,0.942,0,-4.782,1,0.128,0.000193,6.5e-06,0.141,0.121,164.976
The Pride,Five Finger Death Punch,American Capitalist (Deluxe),23Zi1sfUFkw4L4TC1vrLdy,2tbMiz9p19QbSJlbHiMs2y,51,2011-10-11,203813,True,https://open.spotify.com/track/2tbMiz9p19QbSJlbHiMs2y,0.492,0.987,4,-3.398,1,0.122,8.96e-06,0.0,0.231,0.354,103.98
Never Enough,Five Finger Death Punch,The Way of the Fist,5WKUwwYLzwSJAwMCrxhCdj,3v95MyscKq1J6zdt2NFTgp,47,2007-07-31,209373,True,https://open.spotify.com/track/3v95MyscKq1J6zdt2NFTgp,0.535,0.967,7,-4.138,1,0.127,0.000633,0.0,0.241,0.254,126.092
The Bleeding,Five Finger Death Punch,The Way of the Fist,5WKUwwYLzwSJAwMCrxhCdj,6LRmV5GZUjKLgxi7lBWriQ,55,2007-07-31,268667,True,https://open.spotify.com/track/6LRmV5GZUjKLgxi7lBWriQ,0.322,0.812,0,-5.568,0,0.0505,0.00149,0.0,0.0986,0.124,159.933
Cold,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,5h5S51CceDgRpWE4Ri1YJQ,46,2013-11-18,227699,True,https://open.spotify.com/track/5h5S51CceDgRpWE4Ri1YJQ,0.473,0.842,3,-3.987,0,0.0468,0.0108,0.0,0.281,0.444,144.0
My Nemesis,Five Finger Death Punch,Got Your Six,4KXYNMizBHgXUFM1UOUhoJ,5f2uoq4GfpeViLcsP3FtES,49,2015-09-04,215872,False,https://open.spotify.com/track/5f2uoq4GfpeViLcsP3FtES,0.437,0.97,1,-2.333,0,0.0771,2.87e-05,0.0,0.252,0.509,74.995
Sham Pain,Five Finger Death Punch,And Justice for None (Deluxe),2IA9d7atwNgtiS6Tpv9WKt,0nqIqABZcujg05mkixJV60,53,2018-05-18,209703,True,https://open.spotify.com/track/0nqIqABZcujg05mkixJV60,0.554,0.938,11,-4.901,0,0.0532,0.000176,2.9e-06,0.147,0.4,96.5
Battle Born,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",0RP9MT74WH7Yis10EO7tZS,7x2gOLBT1ruFBNsxFmddWw,48,2013-11-18,223766,True,https://open.spotify.com/track/7x2gOLBT1ruFBNsxFmddWw,0.464,0.968,11,-4.036,1,0.117,0.000134,0.0,0.245,0.382,147.996
Another Way to Die,Disturbed,Asylum (Deluxe Edition),23Kf2cl3kz7pFNKhl4iMp9,3EZAnO8lnPCBCcJcwAZbEB,50,2010-08-20,253387,False,https://open.spotify.com/track/3EZAnO8lnPCBCcJcwAZbEB,0.621,0.967,6,-2.35,1,0.0692,8.46e-05,0.00612,0.12,0.315,112.017
Fear,Disturbed,The Sickness,6IvosVciDOQ9NAPaKwhtLY,65XkfBp7jL8hKiI7HIPnaj,48,2000-03-07,225733,True,https://open.spotify.com/track/65XkfBp7jL8hKiI7HIPnaj,0.523,0.99,8,-3.091,1,0.134,0.00122,0.0,0.0719,0.69,184.011
A Welcome Burden,Disturbed,The Sickness (20th Anniversary Edition),6qKFBMRVcXzjenNTu5GNVA,25SbAmCFaVBe7TPVVxLNze,28,2000-03-07,211787,False,https://open.spotify.com/track/25SbAmCFaVBe7TPVVxLNze,0.542,0.939,0,-2.459,1,0.0563,0.000394,0.000141,0.0897,0.573,170.041
The Infection,Disturbed,Asylum (Deluxe Edition),23Kf2cl3kz7pFNKhl4iMp9,7pJcMQXKQiR9mmCeLt9lFm,45,2010-08-20,248840,False,https://open.spotify.com/track/7pJcMQXKQiR9mmCeLt9lFm,0.401,0.953,11,-2.119,1,0.0814,5.88e-05,0.0112,0.213,0.37,188.039
Pain Redefined,Disturbed,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,4H6qtMPzKYRCsf7bT2DcBP,44,2005-09-19,247080,False,https://open.spotify.com/track/4H6qtMPzKYRCsf7bT2DcBP,0.621,0.972,5,-3.245,0,0.0568,0.000269,0.598,0.27,0.507,109.945
Rise,Disturbed,Believe,6PfpFynKzUEFitHt7BwcVL,0JgLSK4sra7kZhPDYbsBLA,39,2002-09-16,235827,False,https://open.spotify.com/track/0JgLSK4sra7kZhPDYbsBLA,0.597,0.976,11,-3.998,0,0.0646,0.0002,0.000164,0.114,0.584,97.597
Awaken,Disturbed,Believe,6PfpFynKzUEFitHt7BwcVL,2GryLec2PG5oj1vlihxJqx,47,2002-09-16,269200,False,https://open.spotify.com/track/2GryLec2PG5oj1vlihxJqx,0.656,0.978,8,-4.143,0,0.0736,0.000943,0.000153,0.229,0.668,99.051
Deify,Disturbed,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,3H1SsrSSXeMFNj206eYim8,49,2005-09-19,256573,False,https://open.spotify.com/track/3H1SsrSSXeMFNj206eYim8,0.539,0.952,10,-3.748,0,0.111,4.08e-05,1.33e-05,0.0726,0.342,104.97
Down with the Sickness,Disturbed,The Sickness,6IvosVciDOQ9NAPaKwhtLY,40rvBMQizxkIqnjPdEWY1v,77,2000-03-07,279213,True,https://open.spotify.com/track/40rvBMQizxkIqnjPdEWY1v,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954
The Sound of Silence,Disturbed,Immortalized,3QDzlCTKeUBmK7zkVmaOJ3,6ZvHLqK1T4EVzWx372MHto,43,2015-08-14,248467,False,https://open.spotify.com/track/6ZvHLqK1T4EVzWx372MHto,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794
Stricken,Disturbed,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,6RJdYpFQwLyNfDc5FbjkgV,71,2005-09-19,245227,False,https://open.spotify.com/track/6RJdYpFQwLyNfDc5FbjkgV,0.402,0.969,8,-2.825,1,0.181,9.14e-05,0.0325,0.225,0.262,173.847
Indestructible,Disturbed,Indestructible (Deluxe Edition),6hz9f6H7URtoigU517WjD6,42ZVk59gT4tMlrZmd8Ijxf,67,2008-04-29,278027,False,https://open.spotify.com/track/42ZVk59gT4tMlrZmd8Ijxf,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956
The Vengeful One,Disturbed,Immortalized,3QDzlCTKeUBmK7zkVmaOJ3,07FAdrbSQLDvN5W6R6WUVD,34,2015-08-14,252003,False,https://open.spotify.com/track/07FAdrbSQLDvN5W6R6WUVD,0.238,0.967,4,-2.602,0,0.136,0.000213,1.18e-06,0.26,0.58,170.128
Inside the Fire,Disturbed,Indestructible (Deluxe Edition),6hz9f6H7URtoigU517WjD6,5cxp9kjCFyJwzv3lzeX7ku,65,2008-04-29,231573,False,https://open.spotify.com/track/5cxp9kjCFyJwzv3lzeX7ku,0.463,0.962,7,-6.43,1,0.0704,0.000233,0.109,0.0906,0.66,94.003
Ten Thousand Fists,Disturbed,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,5hkgrWxkobGtg30I7DsfVu,63,2005-09-19,212040,False,https://open.spotify.com/track/5hkgrWxkobGtg30I7DsfVu,0.54,0.977,1,-3.409,1,0.0876,2.55e-05,0.0588,0.0533,0.211,106.907
Decadence,Disturbed,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,0jY829pCMnstlNtaE72vSB,63,2005-09-19,204787,False,https://open.spotify.com/track/0jY829pCMnstlNtaE72vSB,0.528,0.968,1,-3.457,1,0.145,5.67e-05,0.0916,0.0668,0.305,91.934
Land of Confusion,Disturbed,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,4ClGNWLK9vZMBtO0CpnyOE,62,2005-09-19,287067,False,https://open.spotify.com/track/4ClGNWLK9vZMBtO0CpnyOE,0.553,0.991,8,-3.703,1,0.0925,4.44e-05,0.0729,0.179,0.324,114.919
Asylum,Disturbed,Asylum (Deluxe Edition),23Kf2cl3kz7pFNKhl4iMp9,3VZWVvHjzkG60FyVUkTcy5,50,2010-08-20,276227,False,https://open.spotify.com/track/3VZWVvHjzkG60FyVUkTcy5,0.52,0.992,8,-2.386,1,0.106,3.88e-05,0.0402,0.173,0.38,90.038
The Game,Disturbed,The Sickness (20th Anniversary Edition),6qKFBMRVcXzjenNTu5GNVA,1kIqfeQenOk9Hy2oQNeuEi,50,2000-03-07,226893,True,https://open.spotify.com/track/1kIqfeQenOk9Hy2oQNeuEi,0.628,0.95,8,-3.02,1,0.0559,0.000141,0.00517,0.151,0.562,132.002
Sons of Plunder,Disturbed,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,69ZRVsGoLXjHrQWHMX5iCN,51,2005-09-19,228027,False,https://open.spotify.com/track/69ZRVsGoLXjHrQWHMX5iCN,0.545,0.987,11,-3.3,0,0.0489,7.06e-05,0.261,0.191,0.395,99.93
The Animal,Disturbed,Asylum (Deluxe Edition),23Kf2cl3kz7pFNKhl4iMp9,1HD8mFfpSGLJnwv6UTLaIv,51,2010-08-20,253813,False,https://open.spotify.com/track/1HD8mFfpSGLJnwv6UTLaIv,0.402,0.95,8,-3.235,1,0.169,0.000438,0.000185,0.0573,0.277,193.95
Warrior,Disturbed,Asylum (Deluxe Edition),23Kf2cl3kz7pFNKhl4iMp9,2TNPagu8Z4zvDOpmnktF00,58,2010-08-20,204827,False,https://open.spotify.com/track/2TNPagu8Z4zvDOpmnktF00,0.549,0.969,1,-2.763,1,0.049,1.16e-05,0.106,0.104,0.348,101.055
Na Ghumanor Gaan,Nemesis,Onneshon,13oZj2ObCKF1caMPc2hAS9,6oSZdPYZXgvCXClIU0LwHs,30,2006-08-18,264615,False,https://open.spotify.com/track/6oSZdPYZXgvCXClIU0LwHs,0.659,0.37,2,-12.64,0,0.04,0.883,0.0325,0.101,0.263,73.982
Ei Obelay,Shironamhin,Perfume,6CL5dmZep8ThOIisw1vWR7,5ibdXIQq154EYy4IbSZEKx,48,2023-02-01,341023,False,https://open.spotify.com/track/5ibdXIQq154EYy4IbSZEKx,0.503,0.511,2,-8.301,0,0.0304,0.595,0.00257,0.0847,0.234,147.883
Opare,Bay of Bengal,Nirob Durvikkho,6CqQxAKa6d8ibYyiGGSZZc,4fKZKmUXJTL3e3qzq6LFGe,31,2016-02-19,256050,False,https://open.spotify.com/track/4fKZKmUXJTL3e3qzq6LFGe,0.348,0.758,8,-5.444,0,0.0364,0.56,0.000649,0.0936,0.259,145.873
Omanush,Arbovirus,64min53sec,2wQWzIJESf5wI7JE5sboX4,6Apufo5LRargroy11oO7MA,26,2006-12-16,251658,False,https://open.spotify.com/track/6Apufo5LRargroy11oO7MA,0.475,0.902,10,-7.111,1,0.0598,0.000243,0.00658,0.315,0.285,92.507
Neshar Bojha,Popeye Bangladesh,Ja Ichche Ta,59UftcMPrvkk10tbNsxyvB,1stU529KMabUofF9CFm2rn,49,2013-09-19,286720,False,https://open.spotify.com/track/1stU529KMabUofF9CFm2rn,0.478,0.493,3,-6.308,1,0.0354,0.44,0.0,0.0666,0.311,135.198
Morron Iccha,Popeye Bangladesh,Morron Iccha,3Fbx30pRAjxhfTRWpz6Rbt,7qDBGtbzTU480J25m6Y30m,32,2018-10-15,280514,False,https://open.spotify.com/track/7qDBGtbzTU480J25m6Y30m,0.578,0.735,9,-4.168,0,0.0271,0.122,0.00191,0.116,0.276,80.068
Karma,Popeye Bangladesh,Karma,4OtARo87ZibYmCMSoCIHjs,4cSwJOg7EWv4CQR95yXVY8,13,2018-02-14,283000,False,https://open.spotify.com/track/4cSwJOg7EWv4CQR95yXVY8,0.623,0.484,0,-7.022,1,0.0268,0.106,7.77e-06,0.162,0.551,80.036
Ei Tumi Ke ?,Popeye Bangladesh,Amar Shorgo,3zXJasyH8Lu5HFHgPMIsbn,6XEtpWGKnr6IH5ReUzKCgo,32,2010-09-07,328464,False,https://open.spotify.com/track/6XEtpWGKnr6IH5ReUzKCgo,0.614,0.445,5,-10.485,1,0.0283,0.0843,0.0,0.349,0.118,121.998
Bhoboghure,Popeye Bangladesh,Bhoboghure,6atBoK0nVDI8hxXum1HQCW,6CacWHEoeRjkKXTVaOs2HE,26,2020-12-29,277611,False,https://open.spotify.com/track/6CacWHEoeRjkKXTVaOs2HE,0.619,0.514,1,-7.02,0,0.046,0.375,0.00029,0.106,0.504,104.885
Oparthib,Popeye Bangladesh,Oparthib,0HCQTnQYF4F2DIyuXPh01R,2uXbtZAOyS332aw5trt17s,29,2019-02-13,219359,False,https://open.spotify.com/track/2uXbtZAOyS332aw5trt17s,0.667,0.544,11,-6.928,0,0.033,0.514,0.0,0.107,0.254,79.497
Bishonno Shundor,Popeye Bangladesh,Bishonno Shundor,10aPVBagHNw3J0nJK3IIZG,4yg5KwOtT3UUjdlKR7zSnf,41,2017-09-02,354504,False,https://open.spotify.com/track/4yg5KwOtT3UUjdlKR7zSnf,0.623,0.424,11,-7.501,1,0.0265,0.387,0.0,0.107,0.196,114.94
Bhalobasha Baki,Popeye Bangladesh,Bhalobasha Baki,3Ur8B5hls6QERDg00K0qkF,0AEhTnH1nR8zJ2d3iwQyM3,39,2015-01-23,311250,False,https://open.spotify.com/track/0AEhTnH1nR8zJ2d3iwQyM3,0.662,0.225,6,-10.849,1,0.0317,0.711,0.0,0.289,0.377,145.907
Tri,Popeye Bangladesh,Tri,0nJ99S8kr8jsYeWI5Gj8Ti,0OGWZNCkJobsyEmzAwJk9n,26,2022-10-15,238200,False,https://open.spotify.com/track/0OGWZNCkJobsyEmzAwJk9n,0.568,0.312,7,-6.805,1,0.036,0.627,2.32e-06,0.105,0.429,149.842
Mukho Mukhi,Popeye Bangladesh,Mukho Mukhi,6NQFtx7ALayV3fAVyibELH,16VUQNSD0i1zc7V02uzdLr,20,2019-08-10,291000,False,https://open.spotify.com/track/16VUQNSD0i1zc7V02uzdLr,0.305,0.45,10,-7.079,1,0.0299,0.377,0.0,0.193,0.298,90.561
Thok,Popeye Bangladesh,Thok,5fv317ZCnUgGw0iEa4MEoD,5yVcszwZqg2Zgm8Ck17s3e,12,2019-04-05,299000,False,https://open.spotify.com/track/5yVcszwZqg2Zgm8Ck17s3e,0.627,0.496,2,-9.652,0,0.0272,0.333,0.0,0.0551,0.129,97.935
Kobe,Nemesis,Tritio Jatra,2srbMkNd2F8FbQLjGCOcmo,3VlLajFwBm2D3mqWheyeOT,37,2011-11-23,253888,False,https://open.spotify.com/track/3VlLajFwBm2D3mqWheyeOT,0.514,0.749,10,-4.83,1,0.0435,0.013,5.3e-05,0.058,0.608,138.054
Ghum (Official),Odd Signature,Ghum (Official),5NXiZMrsbAyswRpt369KJm,18xxOCfmxqBD5YgTFpzp5d,47,2019-10-05,229721,False,https://open.spotify.com/track/18xxOCfmxqBD5YgTFpzp5d,0.626,0.251,6,-17.316,1,0.0321,0.715,0.0,0.331,0.72,144.963
Nikkrishto,Aurthohin,Aushomapto 1,7whmpn7eMWOJjZUaYd2AIS,5x6WBmZxq7eKvdELDbwfc7,20,2008-09-25,262060,False,https://open.spotify.com/track/5x6WBmZxq7eKvdELDbwfc7,0.318,0.949,11,-4.876,0,0.114,7.3e-05,0.000496,0.345,0.339,108.511
Nikrishto 2,Aurthohin,Aushomapto II,2qL0SdDlqkQMyc8F2aP07w,7d481gNXozLw9XSrT1b0FF,18,2011-10-07,382955,False,https://open.spotify.com/track/7d481gNXozLw9XSrT1b0FF,0.526,0.885,9,-5.802,1,0.114,0.000269,0.00482,0.138,0.453,104.994
Nikkrishto 3,Aurthohin,Cancerer Nishikabyo,4FzSvSUYhp7jn3uATT0XsW,1uRy10FBqcM2E0wYxgDkp1,23,2016-09-10,400480,False,https://open.spotify.com/track/1uRy10FBqcM2E0wYxgDkp1,0.434,0.906,9,-5.3,0,0.164,0.000402,0.259,0.134,0.235,101.127
Prithibi Shundor,Nonta Biskut,Tor E Shohore,6LjhS3lIbh69FZyWkWJ0Qq,6NkAOw78iAWS0p7FzuqKrM,29,2017-02-03,219429,False,https://open.spotify.com/track/6NkAOw78iAWS0p7FzuqKrM,0.739,0.388,7,-8.915,1,0.0326,0.844,0.000182,0.194,0.529,140.038
Amar Dehokhan (Official),Odd Signature,Amar Dehokhan (Official),0hvuNELjDIOjZvzooplf4C,78EbJAZcUdahv84ZF2FyS1,49,2020-10-25,430106,False,https://open.spotify.com/track/78EbJAZcUdahv84ZF2FyS1,0.563,0.509,10,-8.665,1,0.0283,0.378,7.95e-05,0.226,0.175,130.035
Hariye Jao,Arbovirus,Montobbo Nishproyojon,1zUU2VDyuRFqyQEryaKnPi,6yMqALZcV8hTlcM3ahWizp,32,2013-09-18,351039,False,https://open.spotify.com/track/6yMqALZcV8hTlcM3ahWizp,0.36,0.756,1,-7.231,1,0.0455,0.134,4.98e-06,0.159,0.301,179.786
School,Arbovirus,Bishesh Droshtobyo,42zNimPtaGN07Axu6kXFfG,63gXEUNweGMKkvhfkSPMzL,0,2017-01-25,259297,False,https://open.spotify.com/track/63gXEUNweGMKkvhfkSPMzL,0.499,0.767,1,-5.23,1,0.082,0.0171,0.0,0.121,0.431,124.058
Ami Akash Pathabo,AvoidRafa,Bhaar,7ePeM5FJpq4pkpnDFFP3Q8,62NkP9pkOw6y2B25pokMMQ,45,2016-05-01,243692,False,https://open.spotify.com/track/62NkP9pkOw6y2B25pokMMQ,0.618,0.616,6,-9.26,1,0.037,0.286,2.77e-05,0.13,0.451,130.128
Prostab,Odd Signature,Prostab,6rxlYmSlQUunTlo2HFaDB8,6PoGgomtdwU1jSLQybrUmJ,44,2021-08-06,219298,False,https://open.spotify.com/track/6PoGgomtdwU1jSLQybrUmJ,0.633,0.832,1,-8.348,1,0.0258,0.138,0.000352,0.337,0.78,94.01
Rajahin Rajjo,Shunno,Gorbo Bangladesh,0nAuXmUo9SZSLSgfeQdOfO,2KKyBaB1weipFn0ztjUIzM,42,2011-04-15,210315,False,https://open.spotify.com/track/2KKyBaB1weipFn0ztjUIzM,0.504,0.809,2,-4.276,1,0.0434,0.271,1.8e-06,0.37,0.481,145.076
Khachar Bhetor Ochin Pakhi,Shunno,Gorbo Bangladesh,0nAuXmUo9SZSLSgfeQdOfO,7MRoAC5UHDbx0FoXQWNihB,36,2011-04-15,353969,False,https://open.spotify.com/track/7MRoAC5UHDbx0FoXQWNihB,0.557,0.531,5,-5.261,0,0.027,0.4,8.93e-05,0.113,0.331,129.973
Bibiya,Shunno,Bibiya,3rYwnCcDj8yMXnT4rc3XER,3YABJjWNZt9Spn3WjEkVPA,26,2021-01-01,195518,False,https://open.spotify.com/track/3YABJjWNZt9Spn3WjEkVPA,0.68,0.415,1,-7.439,0,0.0279,0.739,0.0,0.103,0.311,121.945
